,Eigenvalues Squared of Minima,Minima Found,Other Info,Parameters
1671,0,0,,"[1511.7821470014587, -8589.532665780062, 3113.0746174727683, 2.457094233496991, 3.807922698220025, 3.756690858882559, -1.6733349453154602, 10.50899426393384, -3.62601850139412, 4.133823573938567, -2.473885271481196, -7.012191648558749, -138220.7995700964, 149160.4621479988, -86176.31973525794]"
1672,"[array([784961.55576543, 593996.65836786, 173576.35785523]), array([784961.55576543, 593996.65836786, 173576.35785523])]","[array([  -8.38264,  143.27674, -136.77736]), array([   8.38264, -143.27674,  136.77736])]",,"[-6791.13880641009, 9036.456517605235, 3257.384701480647, 5.916576000898456, 2.2041522492794496, 2.592353429040202, -2.974226788337532, -7.411836960405117, 12.411780308468412, 8.194868934729723, 4.85496663960982, -1.2505557660194828, -54846.01383363416, 74573.70971838324, -97116.7103723631]"
1673,"[array([4576676.62719089,  524324.37730851, 1162446.62964629]), array([4576676.62719089,  524324.37730851, 1162446.62964629])]","[array([-287.97635,  293.29195, -266.58175]), array([ 287.97635, -293.29195,  266.58175])]",,"[9814.980023342065, 5381.69297385752, 4891.487050068801, 4.411678874581799, 2.1022167915655774, 1.7242618778972392, -12.48182509301192, -3.5608734368063297, -1.2100750458746248, 7.853872284539175, 4.6310993423734, -0.41203248749095955, 87833.33842188626, 11931.163722491125, -353909.75263710355]"
1674,0,0,,"[6692.557056367492, 7387.924004199838, 184.60417676036923, 4.376333530786331, 3.0755094383088912, 1.2321110166758489, 8.25124423290579, -1.5525223433244317, -7.546734330963154, -0.9770143040006225, 5.828273715773964, -4.761117157234934, 35237.64098990176, -146424.06375440338, -217404.93285704777]"
1675,"[array([1399204.95014572,  972801.95069181,  259112.28746733]), array([ 121422.63253494,  786328.47502574, 2048720.46352784]), array([ 121422.63253494,  786328.47502574, 2048720.46352784]), array([1399204.95014572,  972801.95069181,  259112.28746733])]","[array([-106.30274,  125.22575, -124.93768]), array([ -65.671  , -150.4403 , -157.63143]), array([ 65.671  , 150.4403 , 157.63143]), array([ 106.30274, -125.22575,  124.93768])]",,"[-9744.793501665945, -3850.933322421237, 1517.5042261934086, 5.195258086462409, 4.9659128222110995, 5.465136466379165, -4.194613100096845, -2.6688085367948196, 6.671691831229088, 4.928016981750183, -6.580436449193462, 2.3131715546932323, 117194.13465762098, -52587.71195221529, -357154.39864513034]"
1676,"[array([2000199.43903779,  830414.77113532, 1056295.59098145])]","[array([-221.02315, -119.14199, -199.29346])]",,"[-7213.017236723965, -6038.576034581431, -8358.609863334521, 2.1702071081290977, 5.600342015398675, 3.5381289617550786, -7.335194972137358, -4.515334948896195, 1.1210889394891925, 8.572484435301156, 3.786678028442914, -1.9466389831769835, -124337.3251699291, -97088.69013535965, -378202.0886014824]"
1677,0,0,,"[2092.5800047884986, 4844.356453273218, 9903.443690589153, 4.321857497579798, 0.8778015436488814, 5.083086239945507, -5.878755596049341, 3.4923805303285302, 7.79231558865958, -8.598865950391033, 1.7946179345700806, 6.03910642870008, -124116.18969792302, 120710.86578731408, -77621.4618700472]"
1678,0,0,,"[6433.006649193714, 3105.8857510235775, -9905.84514860686, 1.9973761221409072, 2.776533178894636, 4.095527679544331, -11.362224032455881, 3.6856333766689406, 2.7631420466786185, -8.114657571862436, -12.299121444414173, -11.732443237721181, -24796.570471119718, -54093.513238404805, -181344.37632814317]"
1679,0,0,,"[2184.6375074604784, 5135.721405544664, 1102.1488224195455, 1.8903864894620135, 0.9790633363493596, 0.35019965655113283, 3.3074234039129173, -5.538100545386003, 4.5197195781895285, 4.316712963574112, -2.034033248908653, 2.2453899208940236, 69996.67927265418, 100485.23974206203, -205690.02049029083]"
1680,"[array([826184.84712044, 437033.74594461, 317078.48425454]), array([826184.84712044, 437033.74594461, 317078.48425454])]","[array([-137.43513,   48.69408,  -96.44917]), array([137.43513, -48.69408,  96.44917])]",,"[4435.010919096139, -5197.339214148731, 1667.727088480462, 1.6144319297357117, 5.713290633033262, 5.561553887495884, -0.7479014459162094, 6.803328724595067, 5.751185876025174, 1.4135110139913536, 0.33519560408293536, -1.5331623434524069, 38455.68899068714, 57554.95603717072, -258077.4051411178]"
1681,"[array([5558876.86255939,  462043.13612679, 1315144.07868423]), array([5558876.86255939,  462043.13612679, 1315144.07868423])]","[array([-277.58965,  -16.36809, -296.22512]), array([277.58965,  16.36809, 296.22512])]",,"[1277.7506038316897, 8930.65225623823, 7920.30151005779, 4.739033236049917, 5.875866312596223, 3.7379352057023487, 8.671717212002626, 0.3267193571247713, -5.913026539867922, 6.7780089236816785, -6.260407153263567, -1.0933308544329083, 11804.947435068781, -84445.57187722377, -222555.95883555827]"
1682,"[array([946350.04791763, 140963.88138303, 534220.56065287])]","[array([-105.71383,   -5.63675, -102.8582 ])]",,"[-6986.959357347815, 7949.109623250755, -5891.7367643155185, 4.983831229973461, 4.93499498729822, 5.594555776911761, 11.796829214484944, 9.802886315652998, -4.151755070678398, 3.756455587092873, -0.3525307797180073, -3.157257062546895, -31864.269946728484, 3576.9448227896646, -83652.49302300805]"
1683,0,0,,"[1015.9217158789688, -2067.189030023027, -4959.9512119430965, 3.1554960581215816, 3.5692543862274935, 3.102373432310847, -4.992341165801411, -1.3955173680716264, 7.965301203799923, -11.065132514770802, -0.5261973465884022, -9.451530312770469, -134866.46877041738, -25777.37070929483, -74818.98594854679]"
1684,0,0,,"[-1505.0675265847112, -5600.0598734481555, 3097.231980932569, 3.531278868536992, 3.7239567823218387, 1.4989877382197936, -6.1678104459489, 4.6891032081043065, -7.956585748971331, -4.27660485479772, 2.0196580251118217, -6.127454440016435, -39194.45907689867, -39785.266854545014, -223413.64033344542]"
1685,0,0,,"[-7160.2506734195085, 5700.103017485611, -3296.7627850237122, 1.5691202405995595, 1.5924887353584702, 1.1629137422408378, 3.1545500528528123, 7.285036598112642, -2.8882182248313395, -9.544738728471115, 2.745644744396973, -3.399612163131893, 63915.56249372411, 60045.04958367607, -118884.89592623193]"
1686,"[array([5538823.40575575,  521715.62407285, 2477867.36186905])]","[array([-339.69158,  -16.31555, -476.23566])]",,"[-5119.068785021257, 9116.574317150284, 6230.345465206339, 3.9103615161197705, 4.541816629287171, 1.0298214325175308, -2.7024563652047053, 5.469019216119051, -3.017977243470038, 9.420585216790421, -3.421607801376023, -0.13350865440301973, -108678.3683239269, -6955.674917519238, -273866.08295596635]"
1687,0,0,,"[-5528.622832879886, 7297.292977148576, -1277.8258676614932, 2.2977866857459452, 3.4595043610843126, 5.569772241848347, -3.0686580636668026, -4.914895542810297, 0.22324793331867276, -9.081649024244257, -0.8896165739178628, -12.281106650171063, 95137.24614346484, -62965.897983439805, -229700.17653546997]"
1688,0,0,,"[-1168.4979411076383, -9392.845944913955, 5262.380717599417, 0.8630757278522043, 5.831650412934743, 0.16383632070841742, -10.657476087037052, 11.463848286413047, -2.608876482752531, -0.6265677024496767, -0.683929479273889, -8.346246776199402, -62221.1041851809, -12750.535814534174, -316828.89810224134]"
1689,0,0,,"[-9290.578458382053, 4601.791930765248, -9724.464468584298, 2.661002166298902, 0.2740874884756862, 5.299278849675721, -8.029822225532339, -1.144489506382258, -4.41382827624825, 0.2217152559826765, -1.2075181342619157, 2.6990063740929227, -33959.75400529195, 2285.2668390380277, -142199.34398282977]"
1690,0,0,,"[5391.230288038903, 5193.63362296734, 6311.156060441635, 0.9678830545653608, 1.149430078199064, 4.904272665333176, 2.5625483446357684, 9.541194215983793, -5.853842380771393, -2.5939108398710466, -2.233715174014158, -6.644554646489904, 127748.72218413412, 62086.14376897435, -306552.26405340846]"
1691,"[array([182134.895345  , 488281.12729528, 444387.91841155]), array([182134.895345  , 488281.12729528, 444387.91841155])]","[array([-97.40779,  55.85535, -79.59949]), array([ 97.40779, -55.85535,  79.59949])]",,"[-5025.483195101534, -5307.127087431722, 8080.804635956236, 1.7137011878280852, 4.989643218272537, 5.573116221748953, 9.104503795211155, 5.830450015377554, 11.596162299485233, 0.02518203391673346, -0.5164573176433542, -12.420067924729075, 112882.62326143374, 81827.05791114431, -69614.76931735832]"
1692,0,0,,"[-6203.148522297677, 9983.827873415066, -2639.2017307381984, 4.109499349728694, 2.781228886605083, 5.173636534653133, 10.146749126910489, -5.23159228707264, 2.853687190889751, 4.066709216458502, -4.033246676711862, -9.957179870639079, -37055.27939492988, 76956.91902674106, -7641.744483525283]"
1693,0,0,,"[-2458.8855332748, 221.01976999714316, -8237.2315196955, 3.812404699457225, 0.24603279057153296, 1.098175271390816, -8.589346580564149, 2.6162328189629527, 8.420415848738699, -0.11205048147923335, -1.3477084566903184, 2.046749928728879, -29225.86981993739, 115390.24326514138, -256599.24783527607]"
1694,0,0,,"[4475.600590488344, -1639.6623230233363, 5506.326495818648, 5.100279001697314, 0.7369724189140174, 0.3510036527920637, 10.907351642411651, 3.6199093906872175, 5.400581337130749, 6.286627550715497, 7.008001236665265, -10.562936679531026, -109915.57089047371, 107679.87265149021, -255746.74859577086]"
1695,"[array([1714539.73493565,  517748.66229481,  939569.65935404]), array([1714539.73493565,  517748.66229481,  939569.65935404])]","[array([-143.19174,    7.69592, -143.34018]), array([143.19174,  -7.69592, 143.34018])]",,"[-5699.650233081444, -6184.3608710089775, 1427.27344474028, 5.0714252261923916, 3.610569190712483, 5.275110761606949, 5.400114096652008, 7.049542963186223, 4.0570239993635955, 8.929081880338849, 1.209870950586522, -8.073186123688966, -7531.135353550344, 58004.41697724219, -264127.63488749805]"
1696,0,0,,"[9285.507548325844, -2144.4061570221447, -2213.9492019147847, 4.763113040153062, 2.412095021660893, 4.39339932944846, -9.208779496387237, 5.5385305306922525, 9.696905825023094, -10.462631608742026, -10.47581246629542, 2.6109814280525594, -55925.358500890376, -69608.56199697354, -166916.70190217666]"
1697,0,0,,"[818.6013054330124, 5660.658544422053, 3277.117107514665, 3.1287489138960947, 2.575563716402949, 3.312653502057451, -6.8209869149785565, 0.5871364620251409, 2.6714579006455015, -12.461984120137886, -1.810278433587401, -0.7978235956839672, -63528.74939445048, 71560.5567065868, -366522.59437899914]"
1698,0,0,,"[-1220.1419518363473, 4835.88853241323, 9286.95427551963, 5.02423167251621, 0.5106389785782299, 1.3430565727430863, -3.0713327816420843, -0.7554926925148182, -4.531925545862187, -1.8686111240208838, 5.5792592828322185, -9.302062859330185, -49090.51222328385, 47306.622125558526, -365446.1236645788]"
1699,0,0,,"[6714.427974147453, 8975.993881191684, -6134.951844546444, 3.0664183372417764, 4.961841302708813, 1.031211559452629, -7.462619372908493, -4.808320766008848, 8.352138224564072, -2.869573914723002, -1.574514126051664, 7.929486141276442, -23665.91980764318, -26065.72350123225, -326340.0691623318]"
1700,0,0,,"[-6134.953201913153, 3216.55619590489, -170.31018009414402, 4.342320753020426, 0.7527999260419062, 0.22179870730364432, -5.848493559871297, 8.88636251178308, 10.26994027207062, 6.406450402004264, -4.890482092673189, -12.344600087102108, 123775.81597893767, 1126.284001769789, -70124.15555633843]"
1701,"[array([ 221267.58410281, 1780283.99588517, 1037514.33854755]), array([ 221267.58410281, 1780283.99588517, 1037514.33854755])]","[array([-155.26614,  117.81047,  -95.10618]), array([ 155.26614, -117.81047,   95.10618])]",,"[7016.111977816421, 2378.2070402836125, 330.5979568815019, 4.471118746538474, 5.981046787081576, 5.939383078451759, -5.693990194733749, 7.9057359646634, 6.139073599891365, -2.4541569341280134, 1.3877037250830906, -1.3553815767840103, 47978.3637321954, 48706.95245250326, -393563.9169130504]"
1702,"[array([98358.39681955, 67586.60131729, 44370.43546576])]","[array([-35.98522,  -8.63315, -66.39168])]",,"[-7005.677076946382, -4268.95949727478, 3637.205158176248, 0.9444562886828783, 1.9675698640864128, 0.8189329269449774, 10.146656002405695, 2.475341443683009, 8.262715925460888, -3.958097481009478, 4.725498978748281, -3.547140072457033, 6489.90409306006, -15042.830936214712, -34121.957588914374]"
1703,0,0,,"[8627.331519887965, 1686.986718559052, -5902.4529556749285, 1.94933175392708, 2.240274015731606, 0.22549353419360268, -8.115045305884992, -5.010287368021839, -2.06764765885167, 2.1774433243954334, -2.0149634420331584, -4.812948120617563, 41075.81946903083, -83753.08273688247, -1368.9824597784318]"
1704,0,0,,"[-622.7128849147484, 5936.220303959715, -7337.06527876403, 1.6013594709867398, 3.405743839419319, 3.2357111456610643, -5.13681838270248, 5.731026312861738, 9.917373861339211, -3.653359460207888, 0.955407466123015, -1.8562048594339426, -13006.307880909735, 39301.06689701101, -40688.48138621665]"
1705,0,0,,"[-8015.318271431395, 6693.162358010712, 8295.426153321485, 1.9422959113926923, 2.0996023317655883, 0.9574851803578751, 4.0012889488305134, -0.9435746479575355, -3.9494346800311684, 7.764466904102957, -6.354372392140235, 0.04211126256059572, -101045.32922974027, 96478.0005922532, -140780.57926641864]"
1706,"[array([57879446.89454048,   307792.49547268, 16130143.04984035]), array([21106198.22974434,   109769.02377054,  5317629.02006903]), array([21106198.22974434,   109769.02377054,  5317629.02006903]), array([57879446.89454048,   307792.49547268, 16130143.04984035])]","[array([-865.94383,  877.8204 , -627.10851]), array([-519.80017,  530.62941,  363.75114]), array([ 519.80017, -530.62941, -363.75114]), array([ 865.94383, -877.8204 ,  627.10851])]",,"[-669.6162792668711, 5140.131893858528, 1290.1560625072452, 5.259114196178913, 4.796085087421093, 4.057809830420919, -10.670823665296464, 6.326241445559193, -6.666693380621365, 1.796310708513257, -8.049316549808074, 4.262994829440483, 126401.67804721236, -23282.22929444014, -110674.98792957654]"
1707,0,0,,"[-6178.661655486461, 2625.4594738698415, 4382.830439096053, 1.4013755430956087, 3.4301002532522826, 2.0888723682809003, -10.840910070633171, 5.850842779882534, -5.951566945941975, 6.991509164661213, -3.578528072242495, -7.230377751034452, -39801.658514070325, -113316.64207557529, -156634.3142982018]"
1708,0,0,,"[9902.774046159513, -6578.183796931916, 9543.226279764302, 3.1909852573648636, 0.3335444723575455, 2.572874087919654, -5.741375651392229, -6.95483182403948, 4.447696193748227, -4.743989302955989, -0.6713217396273805, -11.285738394587609, 19310.721899026918, -17141.359619598865, -122270.79478475737]"
1709,"[array([948540.80037397, 102090.40650772, 359739.08599954])]","[array([ -29.63819, -159.06767,  -77.77904])]",,"[-5217.397907397217, 9921.446905871075, 5321.355267641677, 3.2809347525479517, 0.320199943972965, 3.1420275585711277, 7.992814479724657, -0.7832912397260303, 1.870445952288378, 7.7185982245080424, 3.2975877233636766, 4.638109347494147, -141951.9303875669, -90269.36352658534, -51036.51203626738]"
1710,0,0,,"[-1355.5634347815103, -6827.96327432312, -7008.39335478111, 0.581286806489451, 4.85262909277802, 2.9898973168066347, -0.7993800015886681, 5.524459035685478, 1.906684068415073, -1.1237839073454765, -3.756607777995521, -5.013730232686109, -85425.40372033401, 46849.41766618643, -70043.33993261127]"
1711,"[array([722669.77436139, 396121.45860767, 246194.03778466])]","[array([ -90.66084,  -51.98078, -154.54462])]",,"[-2105.8937934367304, 8112.117345744209, 7404.569479479858, 4.266164666752189, 4.316202651550747, 0.6746455848865033, 1.2025292120693472, -2.5154738091252637, -2.599180795782467, 12.032089863312706, 4.62360295494679, 6.2832338850169265, -133650.72256711568, -38876.56204491567, -184990.7304636469]"
1712,0,0,,"[-7902.560766352926, -4424.3690145436785, -9086.875084621548, 5.40464854412126, 2.784387429928131, 4.86048325697955, -2.393634242180088, 4.797970036320796, -5.489962597991882, -11.593400265828036, -6.177459837014071, 1.485939053674274, -11222.552854367124, -31801.785458774786, -325318.5213812987]"
1713,0,0,,"[-9761.33536390834, -4205.704992990875, -3022.053391686064, 1.6778001742139876, 1.417425912876402, 5.242751924876375, 3.8505066512542854, -6.873007951533873, 0.8562173218668541, 9.846926115988833, -4.935854170123892, 5.79054615473364, 109692.67329723938, -43767.75104172043, -155977.39998985568]"
